area,window,metric_name,metric_value,source,notes
audit,all_time,by_action.generation_completed,2,audit_analytics_all.json,
audit,all_time,by_action.pay_click,35,audit_analytics_all.json,
audit,all_time,by_action.take_previews_ready,239,audit_analytics_all.json,
audit,all_time,by_action.theme_selected,3,audit_analytics_all.json,
audit,all_time,by_action.payment_pack,7,audit_analytics_all.json,
audit,all_time,by_action.photo_merge_started,72,audit_analytics_all.json,
audit,all_time,by_action.collection_started,3,audit_analytics_all.json,
audit,all_time,by_action.favorites_opened,22,audit_analytics_all.json,
audit,all_time,by_action.job_started,35,audit_analytics_all.json,
audit,all_time,by_action.traffic_attribution,4,audit_analytics_all.json,
audit,all_time,by_action.trend_preview_ready,2,audit_analytics_all.json,
audit,all_time,by_action.trend_selected,752,audit_analytics_all.json,
errors,30d,combined.provider_error,17,telemetry_errors_30d.json,
errors,30d,combined.trend_missing,1,telemetry_errors_30d.json,
errors,30d,combined.all_variants_failed,10,telemetry_errors_30d.json,
errors,30d,combined.copy_prompt_missing,1,telemetry_errors_30d.json,
